,0
0,0.6820820092212536
1,0.6820820092212536
2,0.6820820092212536
3,0.6820820092212536
4,0.6820820092212536
5,0.6820820092212536
6,0.6820820092212536
7,0.6820820092212536
8,0.6820820092212536
9,0.6820820092212536
10,0.6820820092212536
11,0.6820820092212536
12,0.6820820092212536
13,0.6820820092212536
14,0.6820820092212536
15,0.6820820092212536
16,0.6820820092212536
17,0.6820820092212536
18,0.6820820092212536
19,0.6820820092212536
20,0.6820820092212536
21,0.6820820092212536
22,0.6820820092212536
23,0.6820820092212536
24,0.6677578983639735
25,0.6677578983639735
26,0.6677578983639735
27,0.6677578983639735
28,0.6677578983639735
29,0.6677578983639735
30,0.6677578983639735
31,0.6677578983639735
32,0.6677578983639735
33,0.6677578983639735
34,0.6677578983639735
35,0.6677578983639735
36,0.6677578983639735
37,0.6677578983639735
38,0.6677578983639735
39,0.6677578983639735
40,0.6677578983639735
41,0.6677578983639735
42,0.6677578983639735
43,0.6677578983639735
44,0.6677578983639735
45,0.6677578983639735
46,0.6677578983639735
47,0.6677578983639735
48,0.6360002227549226
49,0.6360002227549226
50,0.6360002227549226
51,0.6360002227549226
52,0.6360002227549226
53,0.6360002227549226
54,0.6360002227549226
55,0.6360002227549226
56,0.6360002227549226
57,0.6360002227549226
58,0.6360002227549226
59,0.6360002227549226
60,0.6360002227549226
61,0.6360002227549226
62,0.6360002227549226
63,0.6360002227549226
64,0.6360002227549226
65,0.6360002227549226
66,0.6360002227549226
67,0.6360002227549226
68,0.6360002227549226
69,0.6360002227549226
70,0.6360002227549226
71,0.6360002227549226
72,0.5992744152859208
73,0.5992744152859208
74,0.5992744152859208
75,0.5992744152859208
76,0.5992744152859208
77,0.5992744152859208
78,0.5992744152859208
79,0.5992744152859208
80,0.5992744152859208
81,0.5992744152859208
82,0.5992744152859208
83,0.5992744152859208
84,0.5992744152859208
85,0.5992744152859208
86,0.5992744152859208
87,0.5992744152859208
88,0.5992744152859208
89,0.5992744152859208
90,0.5992744152859208
91,0.5992744152859208
92,0.5992744152859208
93,0.5992744152859208
94,0.5992744152859208
95,0.5992744152859208
96,0.5668633125197855
97,0.5668633125197855
98,0.5668633125197855
99,0.5668633125197855
100,0.5668633125197855
101,0.5668633125197855
102,0.5668633125197855
103,0.5668633125197855
104,0.5668633125197855
105,0.5668633125197855
106,0.5668633125197855
107,0.5668633125197855
108,0.5668633125197855
109,0.5668633125197855
110,0.5668633125197855
111,0.5668633125197855
112,0.5668633125197855
113,0.5668633125197855
114,0.5668633125197855
115,0.5668633125197855
116,0.5668633125197855
117,0.5668633125197855
118,0.5668633125197855
119,0.5668633125197855
120,0.5453647071085744
121,0.5453647071085744
122,0.5453647071085744
123,0.5453647071085744
124,0.5453647071085744
125,0.5453647071085744
126,0.5453647071085744
127,0.5453647071085744
128,0.5453647071085744
129,0.5453647071085744
